state,collection_date,Inpatient Beds Occupied Estimated,Percentage of Inpatient Beds Occupied Estimated,Total Inpatient Beds,Inpatient Beds Occupied by COVID-19 Patients Estimated,Percentage of Inpatient Beds Occupied by COVID-19 Patients Estimated,Staffed Adult ICU Beds Occupied Estimated,Percentage of Staffed Adult ICU Beds Occupied Estimated,Total Staffed Adult ICU Beds
NH,2020-12-02,"2,022",73.0,"2,770",185,6.68,174,61.7,282
NJ,2020-12-02,"15,487",78.85,"19,640","3,402",17.32,"1,611",69.08,"2,332"
NV,2020-12-02,"6,062",81.31,"7,455","1,663",22.86,751,83.17,903
NY,2020-12-02,"41,033",75.99,"53,998","5,776",10.7,"4,355",61.54,"7,077"
OK,2020-12-02,"7,120",75.34,"9,450","1,652",18.01,935,86.18,"1,085"
PA,2020-12-02,"25,073",77.61,"32,306","6,041",18.87,"3,371",84.42,"3,993"
SC,2020-12-02,"7,970",82.07,"9,712","1,023",10.53,"1,019",80.68,"1,263"
TN,2020-12-02,"12,562",75.81,"16,571","2,589",16.09,"1,882",82.44,"2,181"
UT,2020-12-02,"3,184",60.94,"5,225",587,11.23,466,71.8,649
VA,2020-12-02,"12,213",71.47,"17,089","1,791",10.48,"1,428",70.82,"2,017"
AK,2020-12-03,963,65.69,"1,466",149,10.16,101,78.91,128
AR,2020-12-03,"5,551",73.32,"7,571","1,108",14.63,818,83.13,984
CO,2020-12-03,"6,963",68.31,"10,193","1,956",19.19,"1,062",72.15,"1,472"
DE,2020-12-03,"1,881",74.38,"2,529",337,13.33,147,84.48,174
FL,2020-12-03,"41,431",79.71,"51,979","4,924",9.67,"5,071",81.06,"6,256"
HI,2020-12-03,"1,754",69.6,"2,520",61,2.42,136,60.99,223
IA,2020-12-03,"5,042",63.14,"7,985","1,004",12.75,533,77.25,690
IL,2020-12-03,"20,606",70.22,"29,344","5,527",18.83,"2,497",68.05,"3,669"
KY,2020-12-03,"8,700",73.32,"11,865","1,831",15.43,"1,197",76.78,"1,559"
MA,2020-12-03,"12,089",71.75,"16,849","1,273",7.56,"1,044",57.64,"1,812"
ME,2020-12-03,"2,005",69.98,"2,865",180,6.28,236,75.4,313
MN,2020-12-03,"7,528",75.56,"9,963","1,883",18.9,781,82.38,948
MO,2020-12-03,"11,474",79.64,"14,408","2,636",18.3,"1,538",86.21,"1,784"
MS,2020-12-03,"5,317",66.06,"8,049","1,116",13.87,731,84.51,865
MT,2020-12-03,"1,976",68.52,"2,884",398,13.8,172,72.88,236
ND,2020-12-03,"1,563",76.48,"2,044",426,20.84,140,92.72,151
NH,2020-12-03,"2,054",74.15,"2,770",169,6.1,182,64.54,282
NJ,2020-12-03,"15,536",79.24,"19,606","3,419",17.44,"1,606",68.63,"2,340"
NV,2020-12-03,"6,063",81.37,"7,451","1,696",23.34,761,84.0,906
NY,2020-12-03,"41,549",76.74,"54,141","5,707",10.54,"4,367",61.53,"7,097"
OK,2020-12-03,"7,161",75.71,"9,458","1,626",17.73,949,87.06,"1,090"
PA,2020-12-03,"24,963",77.19,"32,341","6,048",18.88,"3,394",84.29,"4,026"
SC,2020-12-03,"7,970",82.11,"9,707","1,002",10.32,"1,000",79.3,"1,261"
TN,2020-12-03,"12,549",75.78,"16,560","2,613",16.25,"1,921",84.43,"2,177"
UT,2020-12-03,"3,157",60.43,"5,224",585,11.2,459,70.29,653
VA,2020-12-03,"12,260",71.71,"17,096","1,770",10.35,"1,432",71.14,"2,013"
AK,2020-12-04,960,64.86,"1,480",164,11.08,101,77.1,131
AR,2020-12-04,"5,669",74.48,"7,611","1,079",14.18,828,81.5,"1,016"
CO,2020-12-04,"6,949",68.29,"10,175","1,839",18.07,"1,042",72.31,"1,441"
DE,2020-12-04,"1,836",72.14,"2,545",357,14.03,147,84.48,174
FL,2020-12-04,"41,203",79.33,"51,942","4,988",9.8,"5,061",80.6,"6,279"
HI,2020-12-04,"1,704",67.62,"2,520",64,2.54,130,60.19,216
IA,2020-12-04,"5,075",63.61,"7,978",976,12.39,527,76.6,688
IL,2020-12-04,"20,522",69.99,"29,322","5,510",18.79,"2,503",67.9,"3,686"
KY,2020-12-04,"8,490",71.56,"11,864","1,749",14.74,"1,180",75.69,"1,559"
MA,2020-12-04,"11,880",71.49,"16,618","1,316",7.92,"1,048",60.61,"1,729"
ME,2020-12-04,"1,947",67.82,"2,871",191,6.65,230,72.74,316
MN,2020-12-04,"7,521",75.7,"9,935","1,821",18.33,769,80.1,960
MO,2020-12-04,"11,459",80.21,"14,287","2,554",17.88,"1,572",88.41,"1,778"
MS,2020-12-04,"5,167",64.3,"8,036","1,109",13.8,718,83.43,860
MT,2020-12-04,"1,939",67.21,"2,885",412,14.28,170,73.91,230
ND,2020-12-04,"1,507",74.05,"2,035",400,19.68,139,90.85,153
NH,2020-12-04,"1,977",71.37,"2,770",162,5.85,180,63.83,282
NJ,2020-12-04,"15,446",78.67,"19,635","3,375",17.19,"1,602",68.64,"2,334"
NV,2020-12-04,"6,032",80.78,"7,467","1,820",24.95,775,85.54,906
NY,2020-12-04,"41,378",76.38,"54,176","5,770",10.65,"4,353",61.35,"7,095"
OK,2020-12-04,"6,828",71.89,"9,499","1,641",17.8,999,90.16,"1,108"
PA,2020-12-04,"24,848",76.46,"32,498","6,029",18.74,"3,355",83.19,"4,033"
SC,2020-12-04,"7,992",82.33,"9,707","1,017",10.48,"1,016",80.8,"1,258"
TN,2020-12-04,"12,443",75.0,"16,590","2,593",16.1,"1,883",82.7,"2,277"
UT,2020-12-04,"3,159",60.6,"5,213",606,11.63,484,75.04,645
VA,2020-12-04,"12,098",70.82,"17,082","1,771",10.37,"1,424",70.32,"2,025"
AK,2020-12-05,923,63.44,"1,455",161,11.07,96,75.0,128
AR,2020-12-05,"5,287",70.73,"7,475","1,079",14.43,796,79.84,997
CO,2020-12-05,"6,881",67.64,"10,173","1,815",17.84,"1,051",70.77,"1,485"
DE,2020-12-05,"1,771",70.11,"2,526",383,15.16,148,82.22,180
FL,2020-12-05,"40,329",77.78,"51,853","4,873",9.59,"4,995",79.65,"6,271"
HI,2020-12-05,"1,706",69.43,"2,457",52,2.12,137,61.99,221
IA,2020-12-05,"4,814",60.33,"7,980",938,11.91,498,73.13,681
IL,2020-12-05,"19,995",68.43,"29,219","5,342",18.28,"2,515",68.03,"3,697"
KY,2020-12-05,"8,252",69.53,"11,869","1,695",14.28,"1,162",74.5,"1,559"
MA,2020-12-05,"11,582",71.11,"16,286","1,296",7.96,"1,018",60.06,"1,695"
ME,2020-12-05,"1,923",67.03,"2,869",208,7.23,237,75.48,314
MN,2020-12-05,"7,334",73.88,"9,927","1,818",18.31,778,79.96,973
MO,2020-12-05,"10,995",78.58,"13,992","2,562",18.31,"1,549",87.51,"1,770"
MS,2020-12-05,"4,949",62.31,"7,943","1,088",13.7,689,81.54,845
MT,2020-12-05,"1,912",66.29,"2,885",386,13.38,167,73.25,228
ND,2020-12-05,"1,510",74.6,"2,024",380,18.75,146,95.44,154
NH,2020-12-05,"1,884",67.99,"2,771",182,6.57,165,58.51,282
NJ,2020-12-05,"14,838",76.31,"19,445","3,366",17.31,"1,584",68.01,"2,329"
NV,2020-12-05,"5,923",79.64,"7,437","1,737",23.9,784,86.73,904
NY,2020-12-05,"39,908",74.05,"53,892","6,135",11.38,"4,317",60.95,"7,083"
OK,2020-12-05,"6,498",68.61,"9,471","1,588",17.28,974,88.63,"1,099"
PA,2020-12-05,"24,452",75.32,"32,463","6,112",19.02,"3,353",82.26,"4,076"
SC,2020-12-05,"7,641",78.99,"9,673","1,005",10.39,"1,001",79.26,"1,263"
TN,2020-12-05,"12,029",72.64,"16,559","2,608",16.23,"1,839",81.03,"2,270"
UT,2020-12-05,"3,015",57.83,"5,214",581,11.14,486,77.64,626
VA,2020-12-05,"11,260",65.89,"17,090","1,745",10.21,"1,353",66.75,"2,027"
AK,2020-12-06,874,60.32,"1,449",163,11.25,82,64.57,127
AR,2020-12-06,"5,112",69.18,"7,389","1,060",14.35,787,78.94,997
CO,2020-12-06,"6,566",64.51,"10,179","1,743",17.12,"1,022",68.96,"1,482"
DE,2020-12-06,"1,702",67.54,"2,520",379,15.04,147,81.67,180
FL,2020-12-06,"39,166",75.87,"51,624","4,890",9.66,"4,874",77.8,"6,265"
HI,2020-12-06,"1,644",66.97,"2,455",49,2.0,132,59.73,221
IA,2020-12-06,"4,626",58.01,"7,973",901,11.45,485,71.01,683
IL,2020-12-06,"19,513",66.76,"29,227","5,358",18.33,"2,461",66.62,"3,695"
KY,2020-12-06,"8,153",68.69,"11,869","1,718",14.48,"1,167",74.86,"1,559"
MA,2020-12-06,"11,283",71.1,"15,869","1,378",8.68,"1,026",63.41,"1,618"
ME,2020-12-06,"1,871",65.24,"2,868",212,7.41,229,73.16,313
MN,2020-12-06,"6,995",71.68,"9,758","1,776",18.2,718,75.18,955
MO,2020-12-06,"10,639",77.26,"13,770","2,510",18.23,"1,505",85.61,"1,758"
MS,2020-12-06,"4,838",61.31,"7,891","1,136",14.4,678,81.1,836
MT,2020-12-06,"1,853",64.27,"2,883",391,13.56,164,73.54,223
ND,2020-12-06,"1,480",73.3,"2,019",377,18.67,140,95.24,147
NH,2020-12-06,"1,857",67.02,"2,771",204,7.34,170,60.28,282
NJ,2020-12-06,"14,429",74.51,"19,366","3,455",17.84,"1,569",67.37,"2,329"
NV,2020-12-06,"5,949",79.82,"7,453","1,816",24.93,793,86.76,914
NY,2020-12-06,"38,951",72.33,"53,850","6,175",11.47,"4,190",59.31,"7,064"
OK,2020-12-06,"6,292",66.9,"9,406","1,601",17.54,977,89.63,"1,090"
PA,2020-12-06,"23,912",73.79,"32,404","6,157",19.2,"3,242",79.67,"4,070"
SC,2020-12-06,"7,455",77.25,"9,651","1,058",10.96,991,78.34,"1,265"
TN,2020-12-06,"11,929",72.38,"16,481","2,655",16.6,"1,826",80.57,"2,266"
UT,2020-12-06,"2,850",54.66,"5,213",577,11.07,462,73.8,626
VA,2020-12-06,"11,010",64.54,"17,058","1,818",10.65,"1,357",66.68,"2,035"
AK,2020-12-07,847,58.45,"1,449",157,10.84,90,72.0,125
AR,2020-12-07,"5,228",70.36,"7,431","1,055",14.2,826,81.62,"1,012"
CO,2020-12-07,"6,554",64.37,"10,181","1,755",17.24,991,66.87,"1,482"
DE,2020-12-07,"1,717",68.35,"2,512",398,15.84,151,83.89,180
FL,2020-12-07,"39,828",76.93,"51,773","5,060",9.97,"4,968",79.39,"6,258"
HI,2020-12-07,"1,673",67.27,"2,487",59,2.37,147,63.64,231
IA,2020-12-07,"4,681",58.75,"7,967",904,11.5,489,71.49,684
IL,2020-12-07,"19,537",66.79,"29,250","5,234",17.9,"2,409",65.29,"3,690"
KY,2020-12-07,"8,187",68.98,"11,868","1,786",15.05,"1,153",73.96,"1,559"
MA,2020-12-07,"11,428",71.95,"15,884","1,395",8.78,"1,045",64.35,"1,624"
ME,2020-12-07,"1,900",66.36,"2,863",213,7.44,231,73.1,316
MN,2020-12-07,"7,023",73.48,"9,558","1,824",19.09,747,77.01,970
MO,2020-12-07,"10,854",77.41,"14,021","2,573",18.35,"1,538",87.24,"1,763"
MS,2020-12-07,"5,003",63.03,"7,937","1,149",14.48,685,81.45,841
MT,2020-12-07,"1,877",65.11,"2,883",390,13.54,159,70.98,224
ND,2020-12-07,"1,447",72.13,"2,006",392,19.54,124,86.11,144
NH,2020-12-07,"1,862",67.2,"2,771",230,8.3,177,62.77,282
NJ,2020-12-07,"14,698",75.68,"19,420","3,591",18.49,"1,579",67.16,"2,351"
NV,2020-12-07,"5,929",79.63,"7,446","1,826",25.09,784,85.22,920
NY,2020-12-07,"39,669",73.68,"53,841","6,496",12.07,"4,164",60.11,"6,927"
OK,2020-12-07,"6,354",66.95,"9,491","1,605",17.42,982,89.03,"1,103"
PA,2020-12-07,"24,139",74.69,"32,320","6,407",20.03,"3,274",80.34,"4,075"
SC,2020-12-07,"7,561",78.33,"9,653","1,133",11.74,990,78.26,"1,265"
TN,2020-12-07,"12,250",74.13,"16,525","2,724",16.97,"1,866",82.2,"2,270"
UT,2020-12-07,"2,840",54.49,"5,213",574,11.01,474,73.72,643
VA,2020-12-07,"11,531",67.36,"17,118","1,878",10.97,"1,384",68.04,"2,034"
AK,2020-12-08,902,62.25,"1,449",164,11.32,102,77.27,132
AR,2020-12-08,"5,569",73.54,"7,573","1,122",14.82,830,82.1,"1,011"
CO,2020-12-08,"6,859",67.02,"10,235","1,751",17.11,"1,046",70.49,"1,484"
DE,2020-12-08,"1,852",72.97,"2,538",406,16.0,146,83.91,174
FL,2020-12-08,"41,724",80.08,"52,101","5,158",10.1,"5,155",81.81,"6,301"
HI,2020-12-08,"1,713",68.93,"2,485",71,2.86,163,70.87,230
IA,2020-12-08,"4,876",61.12,"7,978",897,11.39,525,76.64,685
IL,2020-12-08,"20,461",69.95,"29,250","5,329",18.22,"2,541",68.7,"3,699"
KY,2020-12-08,"8,624",72.66,"11,869","1,816",15.3,"1,178",75.56,"1,559"
MA,2020-12-08,"11,828",74.59,"15,857","1,461",9.21,"1,083",67.65,"1,601"
ME,2020-12-08,"1,979",68.83,"2,875",206,7.17,228,72.38,315
MN,2020-12-08,"7,290",75.15,"9,700","1,787",18.42,775,80.06,968
MO,2020-12-08,"11,410",79.6,"14,335","2,711",18.91,"1,594",88.56,"1,800"
MS,2020-12-08,"5,247",65.55,"8,005","1,185",14.8,705,82.36,856
MT,2020-12-08,"1,951",67.67,"2,883",391,13.56,162,72.0,225
ND,2020-12-08,"1,506",73.39,"2,052",388,18.93,139,67.48,206
NH,2020-12-08,"2,003",72.28,"2,771",250,9.02,179,63.48,282
NJ,2020-12-08,"15,340",78.57,"19,524","3,672",18.81,"1,568",66.95,"2,342"
NV,2020-12-08,"5,994",80.07,"7,487","1,782",24.35,790,84.76,932
NY,2020-12-08,"41,134",76.2,"53,979","6,702",12.42,"4,408",63.18,"6,977"
OK,2020-12-08,"6,672",69.82,"9,555","1,623",17.5,"1,009",89.53,"1,127"
PA,2020-12-08,"25,351",78.01,"32,497","6,622",20.59,"3,321",83.88,"3,959"
SC,2020-12-08,"8,003",82.73,"9,674","1,180",12.2,"1,044",82.46,"1,266"
TN,2020-12-08,"12,528",75.64,"16,562","2,769",17.21,"1,877",82.37,"2,279"
UT,2020-12-08,"3,121",59.86,"5,214",574,11.01,489,75.81,645
VA,2020-12-08,"11,858",69.35,"17,098","1,920",11.23,"1,400",69.03,"2,028"
AK,2020-12-09,904,61.85,"1,462",156,10.67,102,77.27,132
AR,2020-12-09,"5,716",75.1,"7,612","1,099",14.44,826,82.27,"1,004"
CO,2020-12-09,"6,955",67.99,"10,229","1,702",16.64,"1,052",69.61,"1,512"
DE,2020-12-09,"1,842",72.01,"2,558",407,15.91,154,88.51,174
FL,2020-12-09,"41,802",80.34,"52,034","5,195",10.19,"5,202",82.55,"6,302"
HI,2020-12-09,"1,749",70.3,"2,488",68,2.71,160,69.57,230
IA,2020-12-09,"5,120",64.22,"7,973",858,10.9,502,72.86,689
IL,2020-12-09,"20,769",70.89,"29,296","5,268",17.98,"2,538",68.74,"3,692"
KY,2020-12-09,"8,629",72.71,"11,868","1,780",14.99,"1,194",76.59,"1,559"
MA,2020-12-09,"12,090",76.57,"15,790","1,489",9.43,"1,075",69.4,"1,549"
ME,2020-12-09,"1,993",69.23,"2,879",219,7.61,236,76.38,309
MN,2020-12-09,"7,446",75.84,"9,818","1,754",17.86,787,80.64,976
MO,2020-12-09,"11,601",80.07,"14,489","2,613",18.03,"1,591",88.59,"1,796"
MS,2020-12-09,"5,352",66.31,"8,070","1,204",14.93,711,83.26,854
MT,2020-12-09,"1,987",68.99,"2,880",388,13.47,174,76.65,227
ND,2020-12-09,"1,551",76.25,"2,034",378,18.58,137,65.55,209
NH,2020-12-09,"2,018",72.85,"2,770",247,8.92,180,64.01,282
NJ,2020-12-09,"15,432",78.9,"19,560","3,678",18.8,"1,603",68.04,"2,356"
NV,2020-12-09,"6,045",81.15,"7,449","1,860",25.57,796,86.62,919
NY,2020-12-09,"41,182",76.6,"53,762","6,773",12.6,"4,443",66.57,"6,674"
OK,2020-12-09,"7,004",72.81,"9,620","1,634",17.49,"1,014",90.62,"1,119"
PA,2020-12-09,"25,725",79.42,"32,392","6,788",21.18,"3,348",83.05,"4,032"
SC,2020-12-09,"8,194",84.29,"9,721","1,191",12.25,"1,040",82.47,"1,261"
TN,2020-12-09,"12,594",75.97,"16,578","2,745",17.06,"1,868",82.13,"2,275"
UT,2020-12-09,"3,107",59.59,"5,214",545,10.45,492,78.1,630
VA,2020-12-09,"12,159",71.11,"17,099","1,957",11.45,"1,442",72.57,"1,987"
AK,2020-12-10,854,59.6,"1,433",138,9.63,96,72.18,133
AR,2020-12-10,"5,727",74.88,"7,648","1,055",13.79,825,82.34,"1,002"
CO,2020-12-10,"7,018",68.56,"10,235","1,683",16.44,"1,021",67.71,"1,508"
DE,2020-12-10,"1,871",72.89,"2,567",424,16.52,159,88.83,179
FL,2020-12-10,"41,691",80.03,"52,091","5,207",10.21,"5,256",83.3,"6,310"
HI,2020-12-10,"1,742",69.79,"2,496",69,2.76,157,67.97,231
IA,2020-12-10,"5,057",63.39,"7,978",844,10.72,531,77.07,689
IL,2020-12-10,"20,624",70.49,"29,258","5,246",17.93,"2,547",68.97,"3,693"
KY,2020-12-10,"8,527",71.7,"11,893","1,736",14.6,"1,183",74.1,"1,597"
MA,2020-12-10,"12,086",78.49,"15,399","1,471",9.55,"1,061",72.28,"1,468"
ME,2020-12-10,"2,015",70.18,"2,871",218,7.61,234,72.83,322
MN,2020-12-10,"7,569",76.59,"9,883","1,707",17.27,782,79.71,981
MO,2020-12-10,"11,657",78.0,"14,944","2,583",17.28,"1,550",85.73,"1,808"
MS,2020-12-10,"5,382",67.03,"8,029","1,201",14.96,715,82.75,864
MT,2020-12-10,"2,015",69.51,"2,899",389,13.42,166,74.77,222
ND,2020-12-10,"1,562",75.83,"2,060",366,17.74,133,62.15,214
NH,2020-12-10,"2,053",74.12,"2,770",254,9.17,186,65.96,282
NJ,2020-12-10,"15,270",77.81,"19,624","3,703",18.87,"1,583",66.79,"2,370"
NV,2020-12-10,"6,088",81.36,"7,483","1,929",26.39,765,84.62,904
NY,2020-12-10,"41,173",76.42,"53,880","6,919",12.84,"4,473",66.79,"6,697"
OK,2020-12-10,"7,147",73.96,"9,663","1,621",17.28,"1,004",88.54,"1,134"
PA,2020-12-10,"25,564",79.05,"32,341","6,822",21.32,"3,330",81.95,"4,063"
SC,2020-12-10,"8,198",84.08,"9,750","1,213",12.44,"1,033",81.47,"1,268"
TN,2020-12-10,"12,814",77.4,"16,556","2,777",17.27,"1,890",83.58,"2,261"
UT,2020-12-10,"3,119",59.83,"5,213",571,10.95,514,82.24,625
VA,2020-12-10,"12,232",71.43,"17,124","2,001",11.69,"1,481",74.38,"1,991"
AK,2020-12-11,855,59.58,"1,435",133,9.27,104,76.47,136
AR,2020-12-11,"5,748",75.3,"7,633","1,104",14.46,811,80.54,"1,007"
CO,2020-12-11,"7,010",68.75,"10,197","1,695",16.62,"1,012",68.1,"1,486"
DE,2020-12-11,"1,874",73.2,"2,560",405,15.82,154,85.56,180
FL,2020-12-11,"41,540",79.75,"52,089","5,148",10.09,"5,177",82.31,"6,290"
HI,2020-12-11,"1,747",70.42,"2,481",77,3.1,152,66.38,229
IA,2020-12-11,"5,015",62.93,"7,969",829,10.54,499,72.32,690
IL,2020-12-11,"20,443",69.82,"29,280","5,152",17.6,"2,539",68.71,"3,695"
KY,2020-12-11,"7,370",61.81,"11,925","1,734",14.54,"1,204",73.8,"1,631"
MA,2020-12-11,"11,994",79.43,"15,100","1,541",10.21,"1,076",73.99,"1,455"
ME,2020-12-11,"1,976",68.89,"2,869",215,7.49,240,75.31,318
MN,2020-12-11,"7,502",76.12,"9,856","1,631",16.55,776,80.25,967
MO,2020-12-11,"11,560",77.24,"14,967","2,586",17.28,"1,547",85.14,"1,817"
MS,2020-12-11,"5,334",66.96,"7,966","1,200",15.06,723,82.82,873
MT,2020-12-11,"2,002",69.49,"2,881",376,13.05,161,73.18,220
ND,2020-12-11,"1,577",76.29,"2,067",350,16.93,132,63.77,207
NH,2020-12-11,"2,058",74.3,"2,770",276,9.98,193,67.01,288
NJ,2020-12-11,"15,112",76.26,"19,817","3,663",18.48,"1,642",67.8,"2,422"
NV,2020-12-11,"6,083",81.1,"7,501","1,904",25.98,775,85.54,906
NY,2020-12-11,"40,932",76.21,"53,712","7,028",13.09,"4,480",66.66,"6,721"
OK,2020-12-11,"7,017",73.06,"9,605","1,628",17.46,"1,011",89.71,"1,127"
PA,2020-12-11,"25,456",78.81,"32,299","6,873",21.51,"3,348",82.44,"4,061"
SC,2020-12-11,"8,050",82.52,"9,755","1,186",12.16,"1,031",80.67,"1,278"
TN,2020-12-11,"12,821",77.17,"16,613","2,663",16.51,"1,956",83.77,"2,335"
UT,2020-12-11,"3,134",60.1,"5,215",552,10.58,517,80.53,642
VA,2020-12-11,"12,000",70.17,"17,102","2,017",11.79,"1,430",71.86,"1,990"
AK,2020-12-12,859,59.86,"1,435",131,9.13,97,72.93,133
AR,2020-12-12,"5,601",73.37,"7,634","1,118",14.65,819,80.85,"1,013"
CO,2020-12-12,"6,829",66.87,"10,212","1,635",16.01,"1,024",68.31,"1,499"
DE,2020-12-12,"1,864",72.81,"2,560",402,15.7,155,86.11,180
FL,2020-12-12,"40,396",78.12,"51,708","5,087",10.05,"5,080",81.25,"6,252"
HI,2020-12-12,"1,725",69.67,"2,476",78,3.15,158,69.3,228
IA,2020-12-12,"4,789",59.98,"7,984",755,9.58,492,71.51,688
IL,2020-12-12,"19,977",68.29,"29,252","5,190",17.74,"2,520",68.09,"3,701"
KY,2020-12-12,"7,253",60.15,"12,059","1,734",14.38,"1,192",72.33,"1,648"
MA,2020-12-12,"11,662",77.47,"15,053","1,555",10.33,"1,065",73.2,"1,455"
ME,2020-12-12,"1,909",66.54,"2,869",214,7.46,242,76.1,318
MN,2020-12-12,"7,175",73.3,"9,788","1,501",15.34,757,79.85,948
MO,2020-12-12,"11,337",76.57,"14,807","2,541",17.16,"1,534",84.29,"1,820"
MS,2020-12-12,"5,155",65.37,"7,886","1,221",15.48,710,82.56,860
MT,2020-12-12,"1,890",66.25,"2,853",355,12.44,162,73.3,221
ND,2020-12-12,"1,501",73.29,"2,048",331,16.16,122,59.22,206
NH,2020-12-12,"1,942",70.08,"2,771",256,9.24,184,63.67,289
NJ,2020-12-12,"14,748",76.04,"19,394","3,622",18.68,"1,626",67.55,"2,407"
NV,2020-12-12,"5,987",80.86,"7,404","1,878",25.97,753,82.75,910
NY,2020-12-12,"39,226",72.43,"54,155","7,137",13.18,"4,161",61.9,"6,722"
OK,2020-12-12,"6,678",69.79,"9,569","1,599",17.21,"1,012",89.48,"1,131"
PA,2020-12-12,"24,808",77.12,"32,166","6,728",21.14,"3,284",81.39,"4,035"
SC,2020-12-12,"7,796",80.39,"9,698","1,246",12.85,"1,021",80.71,"1,265"
TN,2020-12-12,"12,564",72.0,"17,450","2,630",15.65,"1,894",84.55,"2,240"
UT,2020-12-12,"3,086",59.11,"5,221",550,10.53,519,79.0,657
VA,2020-12-12,"11,605",67.88,"17,097","2,086",12.2,"1,409",71.02,"1,984"
NC,2020-11-12,"16,544",77.42,"21,370","1,758",8.27,"1,946",79.82,"2,438"
NE,2020-11-12,"3,643",73.43,"4,961",943,19.32,447,73.16,611
NM,2020-11-12,"2,233",69.8,"3,199",624,19.51,328,86.09,381
OH,2020-11-12,"21,052",72.67,"28,971","3,362",11.63,"2,888",76.77,"3,762"
OR,2020-11-12,"4,875",73.94,"6,593",393,5.96,525,66.62,788
RI,2020-11-12,"1,799",90.27,"1,993",256,12.84,140,88.05,159
SD,2020-11-12,"1,573",67.37,"2,335",533,22.83,171,82.21,208
TX,2020-11-12,"45,665",79.28,"57,744","7,653",13.29,"6,227",87.59,"7,109"
VT,2020-11-12,380,56.21,676,19,2.81,36,58.06,62
WA,2020-11-12,"8,704",69.53,"12,518",622,4.97,959,71.14,"1,348"
WI,2020-11-12,"8,801",71.47,"12,314","2,299",19.25,"1,148",70.47,"1,629"
WV,2020-11-12,"4,046",79.44,"5,093",419,8.23,499,79.71,626
WY,2020-11-12,696,48.81,"1,426",191,13.49,55,45.83,120
NC,2020-11-13,"16,209",75.68,"21,417","1,740",8.18,"1,924",79.0,"2,436"
NE,2020-11-13,"3,490",71.72,"4,866",920,19.22,417,73.42,568
NM,2020-11-13,"2,441",67.21,"3,632",638,17.57,339,86.17,393
OH,2020-11-13,"21,033",71.98,"29,222","3,388",11.62,"2,854",74.07,"3,853"
OR,2020-11-13,"4,911",74.73,"6,572",445,6.77,531,65.96,805
RI,2020-11-13,"1,760",88.13,"1,997",260,13.02,146,90.68,161
SD,2020-11-13,"1,534",66.2,"2,318",528,22.76,168,82.35,204
TX,2020-11-13,"46,021",78.35,"58,869","7,803",13.29,"6,214",87.81,"7,077"
VT,2020-11-13,351,51.92,676,21,3.11,33,53.23,62
WA,2020-11-13,"8,605",68.08,"12,639",593,4.69,957,71.05,"1,347"
WI,2020-11-13,"8,727",70.9,"12,309","2,280",19.1,"1,125",69.2,"1,626"
WV,2020-11-13,"4,012",78.74,"5,095",410,8.05,530,84.66,626
WY,2020-11-13,681,47.76,"1,426",200,14.11,63,52.94,119
NC,2020-11-14,"15,550",72.69,"21,391","1,759",8.28,"1,863",76.35,"2,440"
NE,2020-11-14,"3,244",68.01,"4,770",871,18.57,439,77.84,564
NM,2020-11-14,"2,523",65.99,"3,824",660,17.25,364,91.54,398
OH,2020-11-14,"20,254",69.41,"29,181","3,452",11.85,"2,841",74.43,"3,817"
OR,2020-11-14,"4,808",73.31,"6,559",458,6.98,538,67.67,795
RI,2020-11-14,"1,759",86.74,"2,028",271,13.36,141,85.98,164
SD,2020-11-14,"1,468",62.65,"2,343",530,22.64,173,81.99,211
TX,2020-11-14,"44,434",74.68,"59,659","7,906",13.29,"6,110",87.15,"7,010"
VT,2020-11-14,327,48.37,676,16,2.37,29,46.77,62
WA,2020-11-14,"8,365",66.63,"12,554",666,5.31,923,69.14,"1,335"
WI,2020-11-14,"8,305",67.17,"12,363","2,273",18.96,"1,090",66.88,"1,629"
WV,2020-11-14,"3,811",74.87,"5,090",430,8.45,507,81.51,622
WY,2020-11-14,647,47.35,"1,366",207,15.23,58,48.74,119
NC,2020-11-15,"15,276",71.56,"21,348","1,739",8.2,"1,819",74.52,"2,441"
NE,2020-11-15,"3,207",67.07,"4,782",928,19.74,453,80.04,566
NM,2020-11-15,"2,620",68.56,"3,822",664,17.36,378,97.8,387
OH,2020-11-15,"19,386",67.1,"28,890","3,540",12.28,"2,744",72.92,"3,763"
OR,2020-11-15,"4,617",70.46,"6,553",455,6.94,510,64.95,786
RI,2020-11-15,"1,697",87.38,"1,942",276,14.21,133,86.36,154
SD,2020-11-15,"1,490",63.08,"2,363",545,23.06,171,83.82,204
TX,2020-11-15,"43,122",73.75,"58,586","8,114",13.89,"5,953",86.14,"6,911"
VT,2020-11-15,315,46.6,676,15,2.22,30,48.39,62
WA,2020-11-15,"8,176",65.38,"12,504",664,5.31,909,67.94,"1,338"
WI,2020-11-15,"8,098",65.65,"12,335","2,313",19.34,"1,091",67.03,"1,628"
WV,2020-11-15,"3,692",72.76,"5,074",462,9.11,493,79.52,620
WY,2020-11-15,627,45.92,"1,366",197,14.51,59,50.71,117
NC,2020-11-16,"15,786",73.77,"21,399","1,826",8.59,"1,896",77.83,"2,436"
NE,2020-11-16,"3,150",68.55,"4,595",974,21.57,440,78.15,563
NM,2020-11-16,"2,692",72.74,"3,701",686,18.53,376,96.16,391
